"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"229",28,"verbal aggression","493","144","1.0","cursing, copulate","M","M","child",7,"child",7,"(6,9]","(6,9]","Same","verbal aggression","verbal aggression_1.0",51,55,58,0,0,0.767815601271733,0.874022291727172
"230",28,"scolding","145","131","0.5","you No Teeth","M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","scolding","scolding_0.5",38,33,46,0,0,-0.135496870812659,0.874022291727172
"231",28,"scolding","131","145","0.5","You Eleven Fingers","M","M","child",7,"child",5,"(6,9]","(3,6]","Older","scolding","scolding_0.5",38,21,35,0,0,0.767815601271733,0.0173671613856132
"232",28,"physical aggression","493","144","1.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","Z","physical aggression_1.0",52,55,58,0,0,0.767815601271733,0.874022291727172
"233",28,"physical aggression","144","493","1.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","Z","physical aggression_1.0",52,54,60,0,0,0.767815601271733,0.874022291727172
"234",28,"verbal aggression","144","493","1.0","cursing, copulate","M","M","child",7,"child",7,"(6,9]","(6,9]","Same","verbal aggression","verbal aggression_1.0",51,54,60,0,0,0.767815601271733,0.874022291727172
"235",28,"physical aggression","144","131","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","Z","physical aggression_0.5",52,54,46,0,0,0.767815601271733,0.874022291727172
"236",28,"tattling","144","157","0.5","second-party, to 157's grandma 153","M","M","child",7,"child",7,"(6,9]","(6,9]","Same","tattling","tattling_0.5",47,54,59,0,0,0.767815601271733,0.874022291727172
"244",29,"helping","275","277","1.0",NA,"F","M","child",3,"child",1,"(0,3]","(0,3]","Older","helping","helping_1.0",14,13,56,1,0,-1.03880934289705,-1.6959430992975
"245",29,"leading","275","277","0.5",NA,"F","M","child",3,"child",1,"(0,3]","(0,3]","Older","leading","leading_0.5",16,13,56,1,0,-1.03880934289705,-1.6959430992975
"246",29,"following","277","275","0.5",NA,"M","F","child",1,"child",3,"(0,3]","(0,3]","Younger","following","following_0.5",6,50,14,0,1,-1.94212181498144,-0.839287968955946
"247",29,"leading","273","275","1.0",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_1.0",16,51,14,1,1,0.316159365229537,-0.839287968955946
"248",29,"following","275","273","0.5",NA,"F","F","child",3,"child",6,"(0,3]","(3,6]","Younger","following","following_0.5",6,13,55,1,1,-1.03880934289705,0.445694726556393
"249",29,"dominating","282","275","0.5",NA,"M","F","child",7,"child",3,"(6,9]","(0,3]","Older","dominating","dominating_0.5",5,56,14,0,1,0.767815601271733,-0.839287968955946
"250",29,"submitting","275","282","0.5",NA,"F","M","child",3,"child",7,"(0,3]","(6,9]","Younger","submitting","submitting_0.5",42,13,61,1,0,-1.03880934289705,0.874022291727172
"251",30,"teasing","534","65","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,57,43,0,0,1.21947183731393,1.30234985689795
"252",30,"teasing","65","534","0.5",NA,"M","M","child",8,"child",8,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,41,62,0,0,1.21947183731393,1.30234985689795
"253",31,"sibling care","449","451","0.5",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","sibling care","sibling care_0.5",41,58,63,1,0,-0.135496870812659,-0.839287968955946
"254",31,"teasing","449","573","0.5",NA,"F","F","child",5,"child",4,"(3,6]","(3,6]","Older","teasing_0.5","teasing_0.5",49,58,64,1,1,-0.135496870812659,-0.410960403785166
"255",31,"teasing","573","449","0.5",NA,"F","F","child",4,"child",5,"(3,6]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,59,65,1,1,-0.587153106854854,0.0173671613856132
"256",31,"teasing","449","451","0.5",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,58,63,1,0,-0.135496870812659,-0.839287968955946
"257",31,"leading","449","573","0.5",NA,"F","F","child",5,"child",4,"(3,6]","(3,6]","Older","leading","leading_0.5",16,58,64,1,1,-0.135496870812659,-0.410960403785166
"258",31,"following","573","449","0.5",NA,"F","F","child",4,"child",5,"(3,6]","(3,6]","Younger","following","following_0.5",6,59,65,1,1,-0.587153106854854,0.0173671613856132
"259",31,"teasing","451","449","1.0",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,60,65,0,1,-1.03880934289705,0.0173671613856132
"260",31,"teasing","449","451","1.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,58,63,1,0,-0.135496870812659,-0.839287968955946
"261",31,"teasing","449","450","0.5",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,58,66,1,0,-0.135496870812659,-0.839287968955946
"263",32,"taking","50","150","1.0","multiple times","F","M","child",4,"child",2,"(3,6]","(0,3]","Older","taking","taking_1.0",46,20,67,1,0,-0.587153106854854,-1.26761553412673
"264",32,"ownership assertion","150","50","0.5",NA,"M","F","child",2,"child",4,"(0,3]","(3,6]","Younger","ownership assertion","ownership assertion_0.5",22,61,20,0,1,-1.49046557893925,-0.410960403785166
"265",32,"ownership acknowledgement","50","150","0.5",NA,"F","M","child",4,"child",2,"(3,6]","(0,3]","Older","ownership acknowledgement","ownership acknowledgement_0.5",20,20,67,1,0,-0.587153106854854,-1.26761553412673
"266",32,"ownership assertion","50","150","0.5",NA,"F","M","child",4,"child",2,"(3,6]","(0,3]","Older","ownership assertion","ownership assertion_0.5",22,20,67,1,0,-0.587153106854854,-1.26761553412673
"267",32,"sharing","50","150","0.5","didn't give back all","F","M","child",4,"child",2,"(3,6]","(0,3]","Older","sharing","sharing_0.5",39,20,67,1,0,-0.587153106854854,-1.26761553412673
"268",32,"taking","49","150","1.0",NA,"M","M","child",6,"child",2,"(3,6]","(0,3]","Older","taking","taking_1.0",46,18,67,0,0,0.316159365229537,-1.26761553412673
"270",33,"taking","537","122","0.5",NA,"M","M","child",1,"child",7,"(0,3]","(6,9]","Younger","taking","taking_0.5",46,62,45,0,0,-1.94212181498144,0.874022291727172
"271",33,"leading","122","537","0.5",NA,"M","M","child",7,"child",1,"(6,9]","(0,3]","Older","leading","leading_0.5",16,42,68,0,0,0.767815601271733,-1.6959430992975
"272",33,"following","537","122","0.5",NA,"M","M","child",1,"child",7,"(0,3]","(6,9]","Younger","following","following_0.5",6,62,45,0,0,-1.94212181498144,0.874022291727172
"273",33,"taking","490","122","1.0","aggresively","M","M","child",1,"child",7,"(0,3]","(6,9]","Younger","taking","taking_1.0",46,47,45,0,0,-1.94212181498144,0.874022291727172
"274",33,"leading","131","122","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","leading","leading_0.5",16,21,45,0,0,0.767815601271733,0.874022291727172
"275",33,"following","122","131","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","following","following_0.5",6,42,46,0,0,0.767815601271733,0.874022291727172
"276",33,"teasing","490","122","1.0","defiantly, twice","M","M","child",1,"child",7,"(0,3]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,47,45,0,0,-1.94212181498144,0.874022291727172
"277",33,"physical aggression","122","490","0.5","threaten to hit","M","M","child",7,"child",1,"(6,9]","(0,3]","Older","Z","physical aggression_0.5",52,42,51,0,0,0.767815601271733,-1.6959430992975
"278",33,"request for sharing","537","122","0.5",NA,"M","M","child",1,"child",7,"(0,3]","(6,9]","Younger","request for sharing","request for sharing_0.5",37,62,45,0,0,-1.94212181498144,0.874022291727172
"279",33,"sharing","122","537","0.0",NA,"M","M","child",7,"child",1,"(6,9]","(0,3]","Older","sharing_0.0","sharing_0.0",40,42,68,0,0,0.767815601271733,-1.6959430992975
"280",33,"leading","131","122","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","leading","leading_0.5",16,21,45,0,0,0.767815601271733,0.874022291727172
"281",33,"following","122","131","0.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","following_0.0","following_0.0",7,42,46,0,0,0.767815601271733,0.874022291727172
"282",34,"leading","377","378","0.5",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","leading","leading_0.5",16,63,69,1,0,2.12278430939832,0.874022291727172
"283",34,"following","378","377","0.5",NA,"M","F","child",7,"child",10,"(6,9]","(9,12]","Younger","following","following_0.5",6,64,70,0,1,0.767815601271733,2.15900498723951
"284",34,"leading","378","377","0.5",NA,"M","F","child",7,"child",10,"(6,9]","(9,12]","Younger","leading","leading_0.5",16,64,70,0,1,0.767815601271733,2.15900498723951
"285",34,"following","377","378","0.5",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","following","following_0.5",6,63,69,1,0,2.12278430939832,0.874022291727172
"286",34,"request for help","377","378","1.0",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","request for help","request for help_1.0",33,63,69,1,0,2.12278430939832,0.874022291727172
"287",34,"helping","378","377","0.5",NA,"M","F","child",7,"child",10,"(6,9]","(9,12]","Younger","helping","helping_0.5",14,64,70,0,1,0.767815601271733,2.15900498723951
"289",34,"teasing","377","378","0.5",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","teasing_0.5","teasing_0.5",49,63,69,1,0,2.12278430939832,0.874022291727172
"290",34,"request for access","378","348","0.5",NA,"M","M","child",7,"child",6,"(6,9]","(3,6]","Older","request for access","request for access_0.5",31,64,71,0,0,0.767815601271733,0.445694726556393
"291",34,"granting access","348","378","0.0",NA,"M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","granting access_0.0","granting access_0.0",11,65,69,0,0,0.316159365229537,0.874022291727172
"292",35,"leading","144","138","0.5",NA,"M","F","child",7,"child",6,"(6,9]","(3,6]","Older","leading","leading_0.5",16,54,21,0,1,0.767815601271733,0.445694726556393
"293",35,"following","138","144","0.0",NA,"F","M","child",6,"child",7,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,19,58,1,0,0.316159365229537,0.874022291727172
"294",35,"leading","172","138","1.0",NA,"F","F","child",7,"child",6,"(6,9]","(3,6]","Older","leading","leading_1.0",16,16,21,1,1,0.767815601271733,0.445694726556393
"295",35,"following","138","172","0.5",NA,"F","F","child",6,"child",7,"(3,6]","(6,9]","Younger","following","following_0.5",6,19,18,1,1,0.316159365229537,0.874022291727172
"296",35,"taking","138","50","0.5",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","taking","taking_0.5",46,19,20,1,1,0.316159365229537,-0.410960403785166
"297",35,"request for sharing","138","50","1.0",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","request for sharing","request for sharing_1.0",37,19,20,1,1,0.316159365229537,-0.410960403785166
"298",35,"sharing","50","138","0.5",NA,"F","F","child",4,"child",6,"(3,6]","(3,6]","Younger","sharing","sharing_0.5",39,20,21,1,1,-0.587153106854854,0.445694726556393
"299",35,"dominating","138","50","0.5","give it to me and I'll be your friend. Otherwise I won't play with you.","F","F","child",6,"child",4,"(3,6]","(3,6]","Older","dominating","dominating_0.5",5,19,20,1,1,0.316159365229537,-0.410960403785166
"300",35,"leading","172","178","0.5",NA,"F","F","child",7,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,16,72,1,1,0.767815601271733,0.0173671613856132
"301",35,"following","178","172","0.5",NA,"F","F","child",5,"child",7,"(3,6]","(6,9]","Younger","following","following_0.5",6,66,18,1,1,-0.135496870812659,0.874022291727172
"302",35,"scolding","172","138","1.0",NA,"F","F","child",7,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,16,21,1,1,0.767815601271733,0.445694726556393
"303",35,"teasing","138","172","0.5",NA,"F","F","child",6,"child",7,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,19,18,1,1,0.316159365229537,0.874022291727172
"305",35,"verbal aggression","138","172","0.5",NA,"F","F","child",6,"child",7,"(3,6]","(6,9]","Younger","verbal aggression","verbal aggression_0.5",51,19,18,1,1,0.316159365229537,0.874022291727172
"306",36,"leading","33","32","1.0","I'll give you 10 cents (bribing)","F","F","child",5,"child",6,"(3,6]","(3,6]","Younger","leading","leading_1.0",16,43,73,1,1,-0.135496870812659,0.445694726556393
"307",36,"following","32","33","0.5","not aggreeing on 32's shopping request","F","F","child",6,"child",5,"(3,6]","(3,6]","Older","following","following_0.5",6,67,48,1,1,0.316159365229537,0.0173671613856132
"308",36,"sharing","33","32","0.5",NA,"F","F","child",5,"child",6,"(3,6]","(3,6]","Younger","sharing","sharing_0.5",39,43,73,1,1,-0.135496870812659,0.445694726556393
"311",36,"sibling care","32","35","0.5",NA,"F","M","child",6,"child",1,"(3,6]","(0,3]","Older","sibling care","sibling care_0.5",41,67,74,1,0,0.316159365229537,-1.6959430992975
"312",38,"teasing","205","539","0.5",NA,"F","F","child",7,"child",2,"(6,9]","(0,3]","Older","teasing_0.5","teasing_0.5",49,68,7,1,1,0.767815601271733,-1.26761553412673
"313",38,"teasing","205","241","0.5","Fatty!","F","F","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,68,75,1,1,0.767815601271733,0.874022291727172
"314",38,"dominating","205","229","0.5",NA,"F","M","child",7,"child",9,"(6,9]","(6,9]","Younger","dominating","dominating_0.5",5,68,44,1,0,0.767815601271733,1.73067742206873
"315",38,"submitting","229","205","0.5",NA,"M","F","child",9,"child",7,"(6,9]","(6,9]","Older","submitting","submitting_0.5",42,39,76,0,1,1.67112807335612,0.874022291727172
"316",38,"helping","199","229","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","helping","helping_0.5",14,22,44,0,0,1.21947183731393,1.73067742206873
"317",38,"leading","205","231","1.0",NA,"F","M","child",7,"child",3,"(6,9]","(0,3]","Older","leading","leading_1.0",16,68,4,1,0,0.767815601271733,-0.839287968955946
"318",38,"following","231","205","0.5",NA,"M","F","child",3,"child",7,"(0,3]","(6,9]","Younger","following","following_0.5",6,5,76,0,1,-1.03880934289705,0.874022291727172
"319",38,"teasing","205","229","0.5",NA,"F","M","child",7,"child",9,"(6,9]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,68,44,1,0,0.767815601271733,1.73067742206873
"320",38,"tattling","199","229","1.0","third party, to second party 206's older siblings 205 and 204","M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","tattling","tattling_1.0",47,22,44,0,0,1.21947183731393,1.73067742206873
"321",38,"pleading","229","199","0.5",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","pleading","pleading_0.5",23,39,37,0,0,1.67112807335612,1.30234985689795
"322",38,"physical aggression","205","199","0.5",NA,"F","M","child",7,"child",8,"(6,9]","(6,9]","Younger","Z","physical aggression_0.5",52,68,37,1,0,0.767815601271733,1.30234985689795
"323",38,"physical aggression","204","199","0.5",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","Z","physical aggression_0.5",52,35,37,0,0,1.67112807335612,1.30234985689795
"324",38,"physical aggression","539","199","0.5",NA,"F","M","child",2,"child",8,"(0,3]","(6,9]","Younger","Z","physical aggression_0.5",52,7,37,1,0,-1.49046557893925,1.30234985689795
"325",38,"tattling","205","199","0.5","second-party, to third party an adult not in sight","F","M","child",7,"child",8,"(6,9]","(6,9]","Younger","tattling","tattling_0.5",47,68,37,1,0,0.767815601271733,1.30234985689795
"326",39,"teasing","178","165","1.0","multiple times ""don't you know how to make them?""","F","F","child",5,"child",4,"(3,6]","(3,6]","Older","teasing_1.0","teasing_1.0",50,66,17,1,1,-0.135496870812659,-0.410960403785166
"327",39,"support opinion","50","49","0.5","50 repeats 49's ""everyone knows how to make a boat.""","F","M","child",4,"child",6,"(3,6]","(3,6]","Younger","support opinion","support opinion_0.5",44,20,19,1,0,-0.587153106854854,0.445694726556393
"328",39,"teasing","145","178","0.5","laughing","M","F","child",5,"child",5,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,33,72,0,1,-0.135496870812659,0.0173671613856132
"329",39,"teasing","178","180","0.5","Boo! But 180 wasn't scared","F","F","child",5,"child",0,"(3,6]",NA,"Older","teasing_0.5","teasing_0.5",49,66,77,1,1,-0.135496870812659,-2.12427066446828
"331",39,"sibling care","178","180","1.0","multiple actions","F","F","child",5,"child",0,"(3,6]",NA,"Older","sibling care","sibling care_1.0",41,66,77,1,1,-0.135496870812659,-2.12427066446828
"337",41,"dominating","33","41","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","dominating","dominating_0.5",5,43,78,1,1,-0.135496870812659,0.0173671613856132
"338",41,"submitting","41","33","0.0",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","submitting_0.0","submitting_0.0",43,69,48,1,1,-0.135496870812659,0.0173671613856132
"339",41,"support opinion","115","33","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","support opinion","support opinion_0.5",44,70,48,1,1,-0.135496870812659,0.0173671613856132
"340",41,"support opinion","34","33","0.5",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","support opinion","support opinion_0.5",44,71,48,1,1,-1.03880934289705,0.0173671613856132
"341",41,"dominating","115","34","1.0",NA,"F","F","child",5,"child",3,"(3,6]","(0,3]","Older","dominating","dominating_1.0",5,70,79,1,1,-0.135496870812659,-0.839287968955946
"342",41,"leading","5","34","0.5",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,72,79,1,1,0.316159365229537,-0.839287968955946
"343",41,"dominating","33","34","0.5",NA,"F","F","child",5,"child",3,"(3,6]","(0,3]","Older","dominating","dominating_0.5",5,43,79,1,1,-0.135496870812659,-0.839287968955946
"344",41,"submitting","34","33","0.5",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","submitting","submitting_0.5",42,71,48,1,1,-1.03880934289705,0.0173671613856132
"347",41,"leading","115","41","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,70,78,1,1,-0.135496870812659,0.0173671613856132
"348",41,"following","41","115","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_0.5",6,69,80,1,1,-0.135496870812659,0.0173671613856132
"349",41,"teasing","115","41","0.5",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,70,78,1,1,-0.135496870812659,0.0173671613856132
